group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
tops,title-exclude:Shirt,Tops,blades-x-iowa-youth-elite-super-soft-t-shirt,PASS,suppressed,,false,,ks,collection_title,Kennedy Blades' Picks,true,shirt,excluded,,,,https://rudis.com/products/blades-x-iowa-youth-elite-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,blades-x-iowa-elite-super-soft-t-shirt,PASS,suppressed,,false,,ks,collection_title,Kennedy Blades' Picks,true,shirt,excluded,,,,https://rudis.com/products/blades-x-iowa-elite-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,jb-naughty-nice-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/jb-naughty-nice-heavyweight-t-shirt
tops,title-exclude:Shirt,Tops,jb-naughty-nice-youth-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/jb-naughty-nice-youth-heavyweight-t-shirt
tops,title-exclude:Shirt,Tops,jb-naughty-nice-youth-super-soft-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/jb-naughty-nice-youth-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,jb-naughty-nice-super-soft-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/jb-naughty-nice-super-soft-t-shirt
tops,type:Tops(default-non-foot),Tops,uww-textured-womens-classic-polo,PASS,suppressed,,false,,ks,collection_title,Kennedy Blades' Picks,true,polo,excluded,,,,https://rudis.com/products/uww-textured-womens-classic-polo
tops,type:Tops(default-non-foot),Tops,uww-textured-classic-hex-polo,PASS,suppressed,,false,,ks,collection_title,Beka Melelashvili's Picks,true,polo,excluded,,,,https://rudis.com/products/uww-textured-classic-hex-polo
tops,title-exclude:Hoodie,Tops,tmnt-turtle-power-comfort-fleece-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/tmnt-turtle-power-comfort-fleece-hoodie
tops,title-exclude:Shirt,Tops,tmnt-master-splinter-heavyweight-t-shirt,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling,true,shirt,excluded,,,,https://rudis.com/products/tmnt-master-splinter-heavyweight-t-shirt
