group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
non-footwear,type:Shirts & Tops,Shirts & Tops,brise-top-tp156,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/brise-top-tp156
non-footwear,type:Skort(default-non-foot),Skort,brise-skort-tp157,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/brise-skort-tp157
non-footwear,title-exclude:Duffel,Luggage & Bags,duffel-bag-bp05,PASS,suppressed,,false,,,,,true,bag,excluded,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/duffel-bag-bp05
non-footwear,type:Leg Warmers(default-non-foot),Leg Warmers,lacey-e8778,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/lacey-e8778
non-footwear,type:Pants(default-non-foot),Pants,studio-pants-sp01,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/studio-pants-sp01
non-footwear,type-exclude:Backpack,Backpacks,mini-black-backpack-bg604,PASS,suppressed,,false,,,,,true,backpack,excluded,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/mini-black-backpack-bg604
non-footwear,type-exclude:Wallet,"Handbags, Wallets & Cases",ballet-handbag-bg718,PASS,suppressed,,false,,,,,true,bag,excluded,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/ballet-handbag-bg718
non-footwear,type-exclude:Wallet,"Handbags, Wallets & Cases",ballet-backpack-bg717,PASS,suppressed,,false,,,,,true,backpack,excluded,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/ballet-backpack-bg717
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,penny-d400,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/penny-d400
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,kenley-d398,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/kenley-d398
non-footwear,type:Legging,Legging,angel-kids-capri-d3671,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/angel-kids-capri-d3671
non-footwear,title-exclude:Legging,Pants,krafty-leggings-rde2066,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/krafty-leggings-rde2066
non-footwear,type:Leggings,Leggings,elevate-training-legging-f15153,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/elevate-training-legging-f15153
non-footwear,type:Shorts,Shorts,coraly-blue-jeans-shorts-jeggings-rde1673,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/coraly-blue-jeans-shorts-jeggings-rde1673
non-footwear,type:Sports Bra(default-non-foot),Sports Bra,vitality-sports-bra-f15118,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/vitality-sports-bra-f15118
non-footwear,type:Shorts,Shorts,empower-training-short-f15147,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/empower-training-short-f15147
non-footwear,type:Sports Bra(default-non-foot),Sports Bra,elevate-sports-bra-f15152,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/elevate-sports-bra-f15152
non-footwear,type:Sports Bra(default-non-foot),Sports Bra,flex-sports-bra-f15102,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/flex-sports-bra-f15102
non-footwear,type:Skirts(default-non-foot),Skirts,paso-doble-skirt-b1788,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/paso-doble-skirt-b1788
